Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH kỳ hạn 02 năm
Mã chứng khoán:,QHB0911021
Mã ISIN:,VNBB09110214
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,33/2009/GCNTP-VSD cấp ngày 04/11/2009
Tổng số chứng khoán đăng ký:,4.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,400.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,"8,9%/năm"
Cách thức trả lãi:,
Kỳ hạn:,2 năm
Ngày phát hành:,26/08/2009
Ngày đáo hạn:,26/08/2011
Nơi quản lý tại VSD:,Trụ sở chính
