Keys,Values
Tên TCPH:,"
Công ty cổ phần Vinam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vinam
Mã chứng khoán:,CVN
Mã ISIN:,VN000000CVN9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 187/2010/GCNCP-VSD do VSD cấp lần đầu ngày 29/07/2010; Số 187/2010/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 28/01/2021
Tổng số chứng khoán đăng ký:,19.799.994 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,197.999.940.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
