Keys,Values
Tên TCPH:,"
Công ty cổ phần Viễn thông Telvina Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Viễn thông Telvina Việt Nam
Mã chứng khoán:,PMT
Mã ISIN:,VN000000PMT7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 148/2010/GCNCP-VSD do VSD cấp ngày 02/07/2010, số 148/2010/GCNCP-VSD-1 thay đổi lần thứ 1 ngày 20/7/2015"
Tổng số chứng khoán đăng ký:,5.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
