Keys,Values
Tên TCPH:,"
Công ty cổ phần Vận tải biển và Hợp tác lao động quốc tế
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vận tải biển và Hợp tác lao động quốc tế
Mã chứng khoán:,ISG
Mã ISIN:,VN000000ISG6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 55/2015/GCNCP-VSD do VSD cấp ngày 13/7/2015
Tổng số chứng khoán đăng ký:,8.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,88.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
