Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại dịch vụ Tràng Thi
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thương mại dịch vụ Tràng Thi
Mã chứng khoán:,T12
Mã ISIN:,VN000000T121
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 78/2017/GCNCP-VSD do VSD cấp ngày 13/04/2017; số 78/2017/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 28/05/2021
Tổng số chứng khoán đăng ký:,54.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,540.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
