Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng và Năng lượng VCP
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng và Năng lượng VCP
Mã chứng khoán:,VCP
Mã ISIN:,VN000000VCP4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 181/2010/GCNCP-VSD do VSD cấp lần đầu ngày 23/07/2010. Số: 181/2010/GCNCP-VSD-6 do VSD cấp thay đổi lần 6 ngày 07/03/2022
Tổng số chứng khoán đăng ký:,83.789.658 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,837.896.580.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
