Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Sản xuất Petro Miền Trung
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Sản xuất Petro Miền Trung
Mã chứng khoán:,PMG
Mã ISIN:,VN000000PMG4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 236/2017/GCNCP-VSD do VSD cấp lần đầu ngày 26/12/2017, Số: 236/2017/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 09/09/2020"
Tổng số chứng khoán đăng ký:,46.336.278 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,463.362.780.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
