Keys,Values
Tên TCPH:,"
Công ty cổ phần ANI
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần ANI
Mã chứng khoán:,SIC
Mã ISIN:,VN000000SIC5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 60/2006/GCNCP-TTLK do TTLKCK Việt Nam cấp lần đầu ngày 22/12/2006, số 60/2006/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 04/05/2018"
Tổng số chứng khoán đăng ký:,23.999.270 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,239.992.700.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
