Keys,Values
Tên TCPH:,"
Công ty cổ phần Cung ứng Nhân lực Quốc tế và Thương mại
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cung ứng Nhân lực Quốc tế và Thương mại
Mã chứng khoán:,SON
Mã ISIN:,VN000000SON0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 221/2017/GCNCP-VSD do VSD cấp ngày 06/12/2017
Tổng số chứng khoán đăng ký:,9.729.930 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,97.299.300.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
