Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC
Mã chứng khoán:,PQN
Mã ISIN:,VN000000PQN1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số:  11 /2019/GCNCP-VSD do VSD cấp ngày 12/03/2019
Tổng số chứng khoán đăng ký:,30.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
