Keys,Values
Tên TCPH:,"
Tổng Công ty cổ phần Xây dựng điện Việt Nam
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty cổ phần Xây dựng điện Việt Nam
Mã chứng khoán:,VNE
Mã ISIN:,VN000000VNE5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 57/2007/GCNCP-CNTTLK do TTLKCK Việt Nam cấp lần đầu ngày 31/07/2007, số 57/2007/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 26/12/2016"
Tổng số chứng khoán đăng ký:,90.432.953 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,904.329.530.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
