Keys,Values
Tên TCPH:,"
Tổng Công ty Rau quả, Nông sản - Công ty cổ phần
"
Tên chứng khoán:,"Cổ phiếu Tổng Công ty Rau quả, Nông sản - CTCP"
Mã chứng khoán:,VEG
Mã ISIN:,VN000000VEG9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 46/2021/GCNCP-VSD do VSD cấp ngày 10/11/2021
Tổng số chứng khoán đăng ký:,142.293.900 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.422.939.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
