Keys,Values
Tên TCPH:,"
Công ty cổ phần Bao bì và In Nông nghiệp
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bao bì và In Nông nghiệp
Mã chứng khoán:,INN
Mã ISIN:,VN000000INN3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 03/2010/GCNCP-VSD do VSD cấp lần đầu ngày 07/01/2010, số 03/2010/GCNCP-VSD-4 cấp sửa đổi lần 4 ngày 03/01/2019"
Tổng số chứng khoán đăng ký:,18.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,180.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
