Keys,Values
Tên TCPH:,"
Tổng Công ty cổ phần Vận tải Dầu Khí
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty cổ phần Vận tải Dầu Khí
Mã chứng khoán:,PVT
Mã ISIN:,VN000000PVT8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 116/2007/GCNCP-VSD do VSD cấp lần đầu ngày 26/11/2007, Số 116/2007/GCNCP-VSD-6 cấp thay đổi lần thứ 6 ngày 22/12/2020"
Tổng số chứng khoán đăng ký:,323.651.246 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.236.512.460.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
