Keys,Values
Tên TCPH:,"
Tổng công ty May 10 - Công ty cổ phần
"
Tên chứng khoán:,Cổ phiếu Tổng công ty May 10 - Công ty cổ phần
Mã chứng khoán:,M10
Mã ISIN:,VN000000M100
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số: 240/2017/GCNCP-VSD do VSD cấp ngày 29/12/2017, Số: 240/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 08/10/2018"
Tổng số chứng khoán đăng ký:,30.240.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,302.400.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
