Keys,Values
Tên TCPH:,"
Công ty cổ phần Quốc tế Hoàng Gia
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Quốc tế Hoàng Gia
Mã chứng khoán:,RIC
Mã ISIN:,VN000000RIC7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 52/2007/GCNCP-CNTTLK do VSD cấp lần đầu ngày 20/07/2007, Số 52/2007/GCNCP-VSD-9 cấp thay đổi lần thứ 9 ngày 05/06/2015"
Tổng số chứng khoán đăng ký:,70.368.754 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,703.687.540.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
