Keys,Values
Tên TCPH:,"
Công ty cổ phần Điện nhẹ Viễn thông
"
Tên chứng khoán:,Cổ phiếu CTCP Điện nhẹ Viễn Thông
Mã chứng khoán:,LTC
Mã ISIN:,VN000000LTC7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 15/2006/GCNCP- TTLK do VSD cấp lần đầu ngày 01/02/2006, Số 15/2006/GCNCP-VSD-4 cấp thay đổi lần thứ tư ngày 27/04/2012."
Tổng số chứng khoán đăng ký:,4.586.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,45.860.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
