Keys,Values
Tên TCPH:,"
Công ty cổ phần Bất động sản điện lực Miền Trung
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bất động sản điện lực Miền Trung
Mã chứng khoán:,LEC
Mã ISIN:,VN000000LEC9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 60/2016/GCNCP-VSD do VSD cấp ngày 20/06/2016
Tổng số chứng khoán đăng ký:,26.100.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,261.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
