Keys,Values
Tên TCPH:,"
Công ty Cổ phần Thép Việt ý
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Thép Việt ý
Mã chứng khoán:,VIS
Mã ISIN:,VN000000VIS5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 66/2006/GCNCP-VSD do VSD cấp lần đầu ngày 19/12/2006, số 66/2006/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 01/09/2017"
Tổng số chứng khoán đăng ký:,73.830.393 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,738.303.930.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
