Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán VPS
"
Tên chứng quyền:,Chứng quyền M_HPG_VPS_CA_T
Mã chứng quyền:,CHPG1903
Mã ISIN:,VN0CHPG19032
Mã chứng khoán cơ sở:,HPG
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Tập đoàn Hòa Phát
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,03 tháng
Ngày đáo hạn:,12/09/2019
Tỷ lệ chuyển đổi:,2:1
Giá thực hiện:,23.200  đồng
Giá phát hành lần đầu:,1.500  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   10/2019/GCNCW-VSD do VSD cấp ngày 25/06/2019
Số lượng chứng quyền đăng ký lần đầu tại VSD:,1.500.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,2.250.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,1.500.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
