Keys,Values
Tên TCPH:,"
Công ty cổ phần Viễn thông – Tin học Bưu điện
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Viễn thông – Tin học Bưu điện
Mã chứng khoán:,ICT
Mã ISIN:,VN000000ICT3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 07/2019/GCNCP-VSD do VSD cấp ngày 29/01/2019
Tổng số chứng khoán đăng ký:,32.185.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,321.850.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
