Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán SSI
"
Tên chứng quyền:,Chứng quyền FPT/6.5M/SSI/C/EU/CASH-02
Mã chứng quyền:,CFPT1905
Mã ISIN:,VN0CFPT19054
Mã chứng khoán cơ sở:,FPT
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty Cổ phần FPT
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,"6,5 tháng"
Ngày đáo hạn:,22/04/2020
Tỷ lệ chuyển đổi:,1:1
Giá thực hiện:,55.000  đồng
Giá phát hành lần đầu:,9.900  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   37/2019/GCNCW-VSD do VSD cấp ngày 17/10/2019
Số lượng chứng quyền đăng ký lần đầu tại VSD:,1.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,9.900.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,1.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
