Keys,Values
Tên TCPH:,"
CTCP Vận tải Khí và Hóa chất Việt Nam
"
Tên chứng khoán:,Cổ phiếu CTCP Vận tải Khí và Hóa chất Việt Nam
Mã chứng khoán:,PCT
Mã ISIN:,VN000000PCT8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 173/2010/GCNCP-VSD do VSD cấp lần đầu ngày 19/07/2010, Số 173/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 23/11/2018"
Tổng số chứng khoán đăng ký:,23.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,230.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
