Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước Hà Nội
"
Tên chứng khoán:,Trái phiếu Kho bạc Nhà nước Hà Nội
Mã chứng khoán:,HNKD13258
Mã ISIN:,VNHNKD132580
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số 93/2013/GCNTP-VSD do VSD cấp ngày 27/09/2013
Tổng số chứng khoán đăng ký:,10.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,"8,7%/năm"
Cách thức trả lãi:,Tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 27/09 kể từ năm 2014 đến năm đáo hạn. Tiền gốc trái phiếu được thanh toán một lần bằng mệnh giá khi đến hạn
Kỳ hạn:,3 năm
Ngày phát hành:,27/09/2013
Ngày đáo hạn:,27/09/2016
Nơi quản lý tại VSD:,Trụ sở chính
