Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán MB
"
Tên chứng quyền:,chứng quyền CREE04MBS19CE
Mã chứng quyền:,CREE1905
Mã ISIN:,VN0CREE19055
Mã chứng khoán cơ sở:,REE
Tổ chức phát hành mã chứng khoán cơ sở:,CTCP Cơ điện lạnh
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,6 tháng
Ngày đáo hạn:,17/06/2020
Tỷ lệ chuyển đổi:,"2,8592:1"
Giá thực hiện:,"32.976,54  đồng"
Giá phát hành lần đầu:,2.150  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,64/2019/GCNCW-VSD do VSD cấp ngày 27/12/2019
Số lượng chứng quyền đăng ký lần đầu tại VSD:,2.400.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,5.160.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,1.440.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
