Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ kỹ thuật Mobifone
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ kỹ thuật Mobifone
Mã chứng khoán:,MFS
Mã ISIN:,VN000000MFS0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 84/2014/GCNCP-VSD do VSD cấp ngày 02/12/2014, Số 84/2014/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 27/9/2017"
Tổng số chứng khoán đăng ký:,7.062.979 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,70.629.790.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
