Keys,Values
Tên TCPH:,"
Công ty Cổ phần MT Gas
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần MT GAS
Mã chứng khoán:,MTG
Mã ISIN:,VN000000MTG6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 115/2008/GCNCP-CNVSD đăng ký lần đầu ngày 17/12/2008, số 115/2008/GCNCP-CNVSD-2 đăng ký thay đổi lần 02 ngày 20/11/2017"
Tổng số chứng khoán đăng ký:,6.300.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,63.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
