Keys,Values
Tên TCPH:,"
Công ty cổ phần Trung tâm Hội chợ Triển lãm Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Trung tâm Hội chợ Triển lãm Việt Nam
Mã chứng khoán:,VEF
Mã ISIN:,VN000000VEF1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 105/2015/GCNCP-VSD do VSD cấp ngày 30/10/2015 
Tổng số chứng khoán đăng ký:,166.604.050 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.666.040.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
