Keys,Values
Tên TCPH:,"
Ngân hàng Chính sách Xã hội
"
Tên chứng khoán:,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh
Mã chứng khoán:,VBS111042
Mã ISIN:,VNVBS1110428
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,42/2011/GCNTP-VSD do Trung tâm Lưu ký Chứng khoán Việt Nam cấp lần đầu ngày 06/07/2011
Tổng số chứng khoán đăng ký:,1.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,12.70%/năm
Cách thức trả lãi:,"Trả lãi sau, 01 lần/năm vào ngày trùng với ngày phát hành, không tính nhập gốc"
Kỳ hạn:,03 năm
Ngày phát hành:,28/06/2011
Ngày đáo hạn:,28/06/2014
Nơi quản lý tại VSD:,Trụ sở chính
