Keys,Values
Tên TCPH:,"
Công ty cổ phần Cảng Quảng Ninh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cảng Quảng Ninh
Mã chứng khoán:,CQN
Mã ISIN:,VN000000CQN9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 194/2016/GCNCP-VSD do VSD cấp lần đầu ngày 15/12/2016; số 194/2016/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 12/01/2021
Tổng số chứng khoán đăng ký:,75.049.936 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,750.499.360.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
