Keys,Values
Tên TCPH:,"
CTCP Xây dựng và Giao thông Bình Dương
"
Tên chứng khoán:,Cổ phiếu CTCP Xây dựng và Giao thông Bình Dương
Mã chứng khoán:,BCE
Mã ISIN:,VN000000BCE0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số: 131/2010/GCNCP-VSD do VSD cấp lần đầu ngày 11/06/2010; số 131/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 11/03/2021
Tổng số chứng khoán đăng ký:,35.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,350.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
