Keys,Values
Tên TCPH:,"
Tổng Công ty cổ phần Điện tử  và Tin học Việt Nam
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty cổ phần Điện tử và Tin học Việt Nam
Mã chứng khoán:,VEC
Mã ISIN:,VN000000VEC8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 125/2017/GCNCP-VSD do VSD cấp ngày 19/06/2017
Tổng số chứng khoán đăng ký:,43.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,438.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
