Keys,Values
Tên TCPH:,"
Công ty Cổ phần Vận tải biển và bất động sản Việt Hải
"
Tên chứng khoán:,Cổ Phiếu CTCP Vận tải biển và bất động sản Việt Hải
Mã chứng khoán:,VSP
Mã ISIN:,VN000000VSP0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 65/2006/GCNCP-TTLK do TTLKCK Việt Nam cấp ngày 22/12/2006
Tổng số chứng khoán đăng ký:,38.084.489 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,380.844.890.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
