Keys,Values
Tên TCPH:,"
CTCP Kỹ thuật và Ô tô Trường Long
"
Tên chứng khoán:,Cổ phiếu CTCP Kỹ thuật và Ô tô Trường Long
Mã chứng khoán:,HTL
Mã ISIN:,VN000000HTL6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 277/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 22/09/2010, số 227/2010/GCNCP-VSD-01 do VSD cấp lại ngày 19/02/2016"
Tổng số chứng khoán đăng ký:,12.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,120.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
