Keys,Values
Tên TCPH:,"
Công ty Cổ phần Tập đoàn KIDO
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Tập đoàn KIDO
Mã chứng khoán:,KDC
Mã ISIN:,VN000000KDC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 395/GCN/TTGDHCM-LK do VSD cấp lần đầu ngày 05/12/2005, Số 395/2005/GCNCP-VSD-16 thay đổi lần thứ 16 ngày 20/11/2015"
Tổng số chứng khoán đăng ký:,279.741.356 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.797.413.560.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
