Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Sản xuất và Thương mại HCD
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Sản xuất và Thương mại HCD
Mã chứng khoán:,HCD
Mã ISIN:,VN000000HCD9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 53/2016/GCNCP-VSD do VSD cấp ngày 25/05/2016, Số: 53/2016/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 11/03/2022"
Tổng số chứng khoán đăng ký:,31.589.802 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,315.898.020.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
