Keys,Values
Tên TCPH:,"
Công ty cổ phần Sara Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sara Việt Nam
Mã chứng khoán:,SRA
Mã ISIN:,VN000000SRA0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 03/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 01/04/2008, Số 03/2008/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 04/02/2021"
Tổng số chứng khoán đăng ký:,43.199.974 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,431.999.740.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
