Keys,Values
Tên TCPH:,"
Công ty Cổ phần Công viên nước Đầm Sen
"
Tên chứng khoán:,Cổ phiếu CTCP Công viên nước Đầm Sen
Mã chứng khoán:,DSN
Mã ISIN:,VN000000DSN3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 216/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 09/09/2010, số 216/2010/GCNCP-VSD-1 cấp lại lần 01 ngày 13/04/2016"
Tổng số chứng khoán đăng ký:,12.083.009 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,120.830.090.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
