Keys,Values
Tên TCPH:,"
Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP
"
Tên chứng khoán:,Trái phiếu Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP
Mã chứng khoán:,KBC121020
Mã ISIN:,VNKBC1210209
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,25/2021/GCNTP-VSD do VSD cấp ngày 28/07/2021
Tổng số chứng khoán đăng ký:,15.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.500.000.000.000 đồng
Hình thức phát hành:,Trái phiếu được phát hành ra công chúng
Lãi suất:,"Cố định 10,8%/năm"
Cách thức trả lãi:,Lãi trái phiếu sẽ được thanh toán định kỳ vào mỗi ngày tròn 06 tháng liên tục từ ngày phát hành đến ngày đáo hạn (trừ trường hợp trái phiếu được mua lại trước hạn hoặc mua lại bắt buộc phù hợp với các điều khoản và điều kiện tương ứng của trái phiếu)
Kỳ hạn:,24 tháng
Ngày phát hành:,24/06/2021
Ngày đáo hạn:,24/06/2023
Nơi quản lý tại VSD:,Trụ sở chính
