Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
"
Tên chứng quyền:,Chứng quyền VIC-HSC-MET02
Mã chứng quyền:,CVIC2104
Mã ISIN:,VN0CVIC21041
Mã chứng khoán cơ sở:,VIC
Tổ chức phát hành mã chứng khoán cơ sở:,Tập đoàn Vingroup – Công ty CP
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,6 tháng
Ngày đáo hạn:,07/01/2022
Tỷ lệ chuyển đổi:,10:1
Giá thực hiện:,124.000  đồng
Giá phát hành lần đầu:,2.000  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,73/2021/GCNCW-VSD do VSD cấp ngày 29/04/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,5.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,10.000.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,5.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
