Keys,Values
Tên TCPH:,"
Công ty Cổ phần Sản xuất và Thương mại Phúc Tiến
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Sản xuất và Thương mại Phúc Tiến
Mã chứng khoán:,PHT
Mã ISIN:,VN000000PHT7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 73/2009/GCNCP-VSD-2 do VSD cấp thay đổi lần thứ 2 ngày 08/11/2012
Tổng số chứng khoán đăng ký:,42.880.060 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,428.800.600.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
