Keys,Values
Tên TCPH:,"
Công ty CP Vật tư kỹ thuật nông nghiệp Cần Thơ
"
Tên chứng khoán:,Cổ phiếu CTCP Vật tư kỹ thuật nông nghiệp Cần Thơ
Mã chứng khoán:,TSC
Mã ISIN:,VN000000TSC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 79/2007/GCNCP-CNTTLK do VSD cấp lần đầu ngày 18/09/2007, số 79/2007/GCNCP-CNVSD-4 cấp thay đổi lần 4 ngày 21/9/2015"
Tổng số chứng khoán đăng ký:,147.648.084 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.476.480.840.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
