Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ bảo lãnh đợt 9/2010
Mã chứng khoán:,TB1015048
Mã ISIN:,VNTB10150480
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,"Số 81/2010/GCNTP-VSD do VSD cấp lần đầu ngày 23/06/2010, số 81/2010/GCNTP-VSD-1 cấp thay đổi lần 1 ngày 22/10/2012"
Tổng số chứng khoán đăng ký:,3.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,11.15%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,05 năm
Ngày phát hành:,10/06/2010
Ngày đáo hạn:,10/06/2015
Nơi quản lý tại VSD:,Trụ sở chính
