Keys,Values
Tên TCPH:,"
Công ty Cổ phần Du lịch và Thương mại - Vinacomin
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Du lịch và Thương mại - Vinacomin
Mã chứng khoán:,DLT
Mã ISIN:,VN000000DLT5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 77/2010/GCNCP-VSD do VSD cấp lần đầu ngày 29/03/2010. Số 77/2010/GCNCP-VSD-3 cấp thay đổi lần nhất  ngày 25/11/2014
Tổng số chứng khoán đăng ký:,2.500.056 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,25.000.560.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
