Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Phát triển Bắc Minh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Phát triển Bắc Minh
Mã chứng khoán:,SBM
Mã ISIN:,VN000000SBM9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 165/2017/GCNCP-VSD do VSD cấp ngày 23/08/2017; Số 165/2017/GCNCP-VSD-1 cấp thay đổi lần 01 gày 06/01/2021
Tổng số chứng khoán đăng ký:,40.949.982 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,409.499.820.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
