Keys,Values
Tên TCPH:,"
Tổng Công ty Sông Đà - CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng công ty Sông Đà - CTCP
Mã chứng khoán:,SJG
Mã ISIN:,VN000000SJG4
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số: 04CPH/2018/GCNCP-VSD do VSD cấp ngày 05/02/2018, Số:  20/2019/GCNCP-VSD cấp thay đổi ngày 13/05/2019"
Tổng số chứng khoán đăng ký:,449.537.112 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,4.495.371.120.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
