Keys,Values
Tên TCPH:,"
CTCP Đầu tư Dầu khí Sao Mai - Bến Đình
"
Tên chứng khoán:,cổ phiếu CTCP Đầu tư Dầu khí Sao Mai - Bến Đình
Mã chứng khoán:,PSB
Mã ISIN:,VN000000PSB2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 23/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 27/01/2010
Tổng số chứng khoán đăng ký:,50.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
