Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp thoát nước Lâm Đồng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp thoát nước Lâm Đồng
Mã chứng khoán:,LDW
Mã ISIN:,VN000000LDW9
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 10CPH/2018/GCNCP-VSD do VSD cấp ngày 06/03/2018, số 17/2019/GCNCP-VSD  cấp ngày 09/04/2019"
Tổng số chứng khoán đăng ký:,78.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,788.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
