Keys,Values
Tên TCPH:,"
Công ty cổ phần Vinhomes
"
Tên chứng khoán:,Trái phiếu VHMB2126003
Mã chứng khoán:,VHM121025
Mã ISIN:,VNVHM1210251
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số:  65/2021/GCNTP-VSD do VSD cấp lần đầu ngày 14/12/2021
Tổng số chứng khoán đăng ký:,20.900.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.090.000.000.000 đồng
Hình thức phát hành:,Ghi sổ
Lãi suất:,"+ Đối với 04 kỳ tính lãi đầu tiên: Lãi suất cố định bằng 9,2%/năm; và

+ Đối với các kỳ tính lãi còn lại: lãi suất thả nổi được tính bằng tổng của 3,0%/năm và lãi suất tham chiếu. Trong đó, lãi suất tham chiếu là trung bình cộng các mức lãi suất tiền gửi tiết kiệm áp dụng cho khách hàng cá nhân, kỳ hạn 12 tháng bằng đồng Việt nam do Ngân hàng TMCP Đầu tư và Phát triển Việt Nam, Ngân hàng TMCP Ngoại thương Việt Nam, Ngân hàng TMCP Công thương Việt Nam và Ngân hàng TMCP Kỹ Thương Việt Nam công bố vào ngày xác định lãi suất có liên quan."
Cách thức trả lãi:,Chuyển khoản
Kỳ hạn:,60 tháng
Ngày phát hành:,25/11/2021
Ngày đáo hạn:,25/11/2026
Nơi quản lý tại VSD:,Trụ sở chính
