Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ biển Tân Cảng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ biển Tân Cảng
Mã chứng khoán:,TOS
Mã ISIN:,VN000000TOS7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 20/2021/GCNCP-VSD do VSD cấp lần đầu ngày 28/04/2021; Số: 20/2021/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 25/11/2021
Tổng số chứng khoán đăng ký:,26.798.125 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,267.981.250.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
