Keys,Values
Tên TCPH:,"
Công ty cổ phần Thuốc Thú y Trung ương NAVETCO
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thuốc Thú y Trung ương NAVETCO
Mã chứng khoán:,VET
Mã ISIN:,VN000000VET2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 100/2017/GCNCP-VSD do VSD cấp ngày 17/05/2017
Tổng số chứng khoán đăng ký:,16.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,160.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
