Keys,Values
Tên TCPH:,"
Công ty cổ phần SDP
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần SDP
Mã chứng khoán:,SDP
Mã ISIN:,VN000000SDP8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 08/2009/GCNCP-TTLK do VSD cấp lần đầu ngày 24/03/2009, Số: 08/2009/GCNCP-VSD-4 cấp thay đổi lần thứ 4 ngày 18/06/2018"
Tổng số chứng khoán đăng ký:,11.114.472 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,111.144.720.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
