Keys,Values
Tên TCPH:,"
Công ty cổ phần Thủy sản và Thương mại Thuận Phước
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thủy sản và Thương mại Thuận Phước
Mã chứng khoán:,THP
Mã ISIN:,VN000000THP7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 44/2019/GCNCP-VSD do VSD cấp lần đầu ngày 30/09/2019;  số 44/2019/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 11/09/2020
Tổng số chứng khoán đăng ký:,21.611.185 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,216.111.850.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
