Keys,Values
Tên TCPH:,"
CTCP Tư vấn Xây dựng Điện 4
"
Tên chứng khoán:,Cổ phiếu CTCP Tư vấn Xây dựng Điện 4
Mã chứng khoán:,TV4
Mã ISIN:,VN000000TV48
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 26/2008/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 28/04/2008,Số 26/2008/GCNCP-VSD-9 thay đổi lần thứ 9 ngày 15/11/2021"
Tổng số chứng khoán đăng ký:,17.726.869 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,177.268.690.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
