Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Xây dựng hạ tầng nước sạch Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Xây dựng hạ tầng nước sạch Hà Nội
Mã chứng khoán:,HWI
Mã ISIN:,VN000000HWI6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số:  63/2020/GCNCP-VSD do VSD cấp lần đầu ngày 21/10/2020
Tổng số chứng khoán đăng ký:,1.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,10.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
