Keys,Values
Tên TCPH:,"
Công ty cổ phần Chương Dương
"
Tên chứng khoán:,Cổ phiếu CTCP Chương Dương
Mã chứng khoán:,CDC
Mã ISIN:,VN000000CDC0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 08/2007/GCNCP-VSD-4 do VSD cấp lần đầu ngày 26/10/2007, cấp thay đổi lần thứ 4 ngày 12/11/2014"
Tổng số chứng khoán đăng ký:,21.988.716 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,219.887.160.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
