Keys,Values
Tên TCPH:,"
CTCP Xuất nhập khẩu khoáng sản Hà Nam
"
Tên chứng khoán:,Cổ phiếu CTCP XNK Khoáng sản Hà Nam
Mã chứng khoán:,MIH
Mã ISIN:,VN000000MIH7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 76/2010/GCNCP-VSD                 do TTLKCK Việt Nam cấp ngày 29/03/2010
Tổng số chứng khoán đăng ký:,4.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,40.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
