Keys,Values
Tên TCPH:,"
Công ty cổ phần Bia Sài Gòn - Quảng Ngãi
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bia Sài Gòn - Quảng Ngãi
Mã chứng khoán:,BSQ
Mã ISIN:,VN000000BSQ0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 04/2017/GCNCP-VSD do VSD cấp lần đầu ngày 04/01/2017
Tổng số chứng khoán đăng ký:,45.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,450.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
