Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng - Giao thông Thừa Thiên Huế
"
Tên chứng khoán:,Cổ phiếu CTCP Xây dựng-Giao thông Thừa Thiên Huế
Mã chứng khoán:,GTH
Mã ISIN:,VN000000GTH6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 64/2009/GCNCP-VSD do VSD cấp lần đầu ngày 02/10/2009, Số 64/2009/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 18/03/2016"
Tổng số chứng khoán đăng ký:,2.735.500 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,27.355.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
