Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Bưu điện Liên Việt
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại cổ phần Bưu điện Liên Việt
Mã chứng khoán:,LPB
Mã ISIN:,VN000000LPB7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 146/2017/GCNCP-VSD do VSD cấp ngày 27/7/2017, Số 146/2017/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 08/03/2022"
Tổng số chứng khoán đăng ký:,1.238.586.323 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,12.385.863.230.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
