Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chế biến hàng Xuất khẩu Long An
"
Tên chứng khoán:,Cổ phiếu CTCP Chế biến hàng XK Long An
Mã chứng khoán:,LAF
Mã ISIN:,VN000000LAF0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 36/2000/GCN-VSD-5 do TTLKCK Việt Nam cấp thay đổi lần 5 ngày 22/07/2011
Tổng số chứng khoán đăng ký:,14.728.019 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,147.280.190.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
