Keys,Values
Tên TCPH:,"
Công ty cổ phần Mía đường Nhiệt điện Gia Lai
"
Tên chứng khoán:,Cổ phiếu CTCP Mía đường Nhiệt điện Gia Lai
Mã chứng khoán:,SEC
Mã ISIN:,VN000000SEC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 123 /2009/GCNCP-CNVSD-4 do VSD cấp lần đầu ngày 16/12/2009, cấp thay đổi lần 4 ngày 20/06/2014"
Tổng số chứng khoán đăng ký:,38.999.876 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,389.998.760.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
