Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Năng lượng Đại Trường Thành Holdings
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Năng lượng Đại Trường Thành Holdings
Mã chứng khoán:,DTE
Mã ISIN:,VN000000DTE0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số:  80 /2020/GCNCP-VSD do VSD cấp lần đầu ngày 18/12/2020
Tổng số chứng khoán đăng ký:,50.725.887 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,507.258.870.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
