Keys,Values
Tên TCPH:,"
Công ty cổ phần NTACO
"
Tên chứng khoán:,Cổ Phiếu Công Ty Cổ Phần NTACO
Mã chứng khoán:,ATA
Mã ISIN:,VN000000ATA4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 030/2009/GCNCP-VSD -1 do TTLKCK Việt Nam cấp lần đầu ngày 23/06/2009 và cấp thay đổi lần 1 ngày 13/12/2011
Tổng số chứng khoán đăng ký:,11.999.998 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,119.999.980.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
